,LR,KNR,SVR,GPR,RF,XGB,organism
42,5.204199625649242,9.877221945679612,14.675102332428128,5.084679308731472,5.43015502897994,5.879993565877279,
43,4.994520390635257,3.524853543609896,6.730542121383055,6.5954160010643275,7.538531540093343,9.981129964192707,
44,14.19396567313691,29.93083586845409,13.534578154306313,16.535425787072807,26.825204665039173,24.000195058186847,
45,12.854053859986596,9.947962206287716,11.076352322523283,32.58306323266568,28.371815153048022,21.333424123128257,
46,6.961060967274645,4.115743764117955,14.996510435172675,29.146813911413517,24.026099671541214,17.450476328531902,
48,23.551143039959236,26.884343918772743,45.97143823418474,50.19939733309848,53.11307871204514,52.63508046468098,
49,13.531123807767898,11.527563954309674,11.086650200383788,5.0667335638431,9.58332390156565,7.589043172200522,
50,8.143217467081708,6.753866161128146,4.734565960431462,33.70759721857347,3.147911693521543,7.767862447102866,
51,7.2689124428110174,7.579005839499419,12.352921570813269,17.575905049008473,22.005330912383346,27.233936564127607,
52,15.130146914458042,5.755772318373381,21.644840989609218,39.11605926862232,30.714234509185694,29.73812828063965,
53,9.863138176773123,15.849553722527176,3.787646484713252,5.586448976759916,3.2050436301415317,8.13838488260905,
54,9.490117803031302,4.942114842093762,16.615363565215766,35.80681302106377,27.711068240662065,16.712870534261068,
55,2.197346710950979,7.252329534926181,9.110290643738997,23.845630792754157,17.91808945098817,10.86262486775716,
56,42.44185218528272,58.39213447733281,49.63803625597109,51.68646839056091,46.874457902203545,44.699543190002444,
57,25.77227181841723,22.563224879312674,15.075342409445568,36.63437594935922,35.03262522823756,35.955843162536624,
58,28.098000178148475,25.10549885746351,21.72604258157246,18.76436976513647,18.458611884461636,25.099823506673175,
59,64.228029126397,47.35840306827093,65.2309714634769,55.05913010831755,51.483017141811885,46.57430178324382,
60,17.65762058348039,43.13012221602102,12.435456775541711,23.09636479698481,29.73700636459722,34.97296746571858,
61,53.738203495372545,26.648733564550252,43.862651393166644,38.64430900882448,32.37592474186913,24.02332223256429,
62,14.73948051665305,4.970833333333333,26.08691850595202,11.442005891226678,15.577020204697376,18.200343958536784,
63,5.759965930036333,0.625,13.163327386983871,12.620721248436602,10.275069986912921,6.842041015625,
64,7.616162997100275,4.321895849042851,18.30385832769041,13.202944395588625,6.867256999363268,7.323052088419596,
65,29.129632832082034,40.27483798368832,33.69578733708494,47.35774482379331,40.21964328114489,43.62392857869467,
66,21.053406138648704,21.383333333333333,22.455194855638005,19.716769525415295,20.52763361875513,25.945693588256837,
67,5.316683270591358,14.704373900504823,15.114560278315789,11.459667132302517,6.454681371394966,11.25919024149577,
68,6.52059226374824,5.866127956998788,15.799394856679077,16.663186580848638,17.993410297040917,19.603232320149736,
69,15.803654012236018,5.048616048856657,28.078076814332366,46.59823103723623,42.116399709082906,10.528835010528564,
70,2.3793142944113503,13.313370401979801,5.37775233221204,4.897555676044265,6.06578478516059,8.10564359029134,
71,8.266622438416917,14.853254160386289,17.406403533556258,20.621053498883263,29.705239646111153,12.562758255004884,
72,12.884143821993485,40.27891109807969,33.47174249624692,33.32965341823543,42.62489106618021,43.36198932329813,
73,10.538720685687,13.707611890882632,25.79893647557907,32.92358325482743,32.543629681604315,21.27965628306071,
74,37.55699622930716,36.90928617517141,51.41227201597907,43.28547219851132,40.04794275950151,44.63386165301005,
76,56.024133178628446,21.298841528841017,7.507048047871642,22.391331373518153,20.76886280120523,21.96367645263672,
77,28.465277611478626,38.41826513156295,36.60026263773322,32.662571938918894,28.566833399104166,32.81099459330241,
78,7.127869140107475,12.893114603183017,6.607258680158813,2.5978788053411668,15.724248865787615,15.35955301920573,
79,3.3686957073941777,3.1960238299239725,12.212617564046164,7.518256067678287,8.928042742543841,4.971785354614258,
80,33.83778354941864,7.801901715541371,23.976377623281792,9.64288488787805,7.793207445230171,5.749115626017253,
81,32.76427561675575,8.178462434184542,17.801154548823376,9.663296461943341,3.1559687573111526,2.8254165649414062,
82,25.1328936483603,14.967065086965894,14.63113136595047,33.543498459895304,24.824753674045127,16.24115816752116,
83,15.771533228339925,32.38501824636744,29.199383121907097,7.81209387975063,17.4175881514475,25.73651644388835,
84,42.527630752126285,30.97806235103535,25.36713290657186,23.511164568946263,13.648679602588468,8.378164736429849,
85,14.94370017040751,7.261398831582314,2.057194332675085,7.153060048560664,14.014235860751743,12.202889124552408,
86,36.12392251858223,6.76598339446583,8.07521577371328,22.310915561695815,25.61383258546411,25.112322998046874,
87,39.93113173597918,19.343252272939235,13.453903271809674,19.465434271013002,13.200430803005085,13.158082612355551,
88,17.700333577247882,51.67140205399893,41.86217880941497,30.390370741538824,27.075749849086833,21.473560333251953,
89,11.380587971136787,5.63571242519937,11.215184482582687,25.36871075786799,16.584658616329598,8.912849553426106,
90,8.320991729909716,2.539910645695598,6.094217301690385,14.470985710268682,16.352307624040677,22.029887644449868,
91,9.701299337932038,6.809158515630526,23.984902188553775,25.243434445263077,22.597255411936338,17.01954976419608,
92,5.63588692718388,18.101564607021253,27.939840681749764,10.537460756743155,17.85833393924971,19.353973070780434,
94,11.073456413586483,5.854233584296568,22.056813884185875,29.016384767986843,36.047452616318864,35.822042051951094,
95,32.382811189012166,8.731120595454374,26.058492186979286,17.198997936386355,24.779068682340554,25.397655995686847,
96,5.477781694502672,5.955162544351678,26.30905428890464,30.112123855800384,30.653889148329803,28.377673594156903,
97,13.162982207758017,3.2774305555555556,9.27529141622958,11.466756759996283,14.39601959380139,14.96115493774414,
98,10.90444926296986,16.06388888888889,15.15930040042881,11.09894147497523,16.243570814247466,14.374239603678385,
99,3.0223341946767115,2.8012694382396055,10.330542235898921,22.9400016448244,25.464005982592447,16.29051882425944,
100,4.633808749829538,12.515647451311903,12.973441251911236,17.721718682433426,15.434890220717017,14.303049596150714,
101,84.2315065862935,53.43264739565437,64.81794366056673,48.59042829843893,54.1373246866115,51.943580881754556,
102,52.72715976297716,43.87725928219143,54.23463463660382,49.9251487222857,44.87038837032817,45.5652650197347,
103,1.3805932981893416,24.571318085035497,29.57131293798298,5.786517379491333,28.562685539530115,28.54529565175374,
105,29.055283156850397,2.900047241291655,9.394931770939476,12.990498099312774,11.865160465173876,10.222076161702475,
106,2.7501374551319335,14.195193556236848,13.55417820300122,5.727964759367863,8.062255260357835,3.3317928314208984,
107,7.831805955157833,18.52378377881842,22.647746978825687,7.730751279913545,4.955773351541906,10.928312810262044,
108,11.653133726726221,9.179158789965188,2.0169051653605576,9.366724335782246,11.7975280617607,8.973512776692708,
109,26.139857958876824,12.694773598581865,20.51627699497302,38.58527148488229,42.1926715211266,98.5058988571167,
110,10.252339713632157,22.4634289217011,58.34296582869805,29.611434555394716,37.88693572319327,21.161491409937543,
111,56.71793112899561,49.550475065748365,60.260242314598734,60.48542794890291,63.95059129011081,80.26738910675049,
112,17.19712592477473,15.594646813832,13.015875058468476,21.32659927407685,20.49329064975111,28.6340234041214,
114,21.460190648028938,1.01413648545372,35.14338185673296,28.386215391411476,22.765264947931925,12.546364657084146,
115,7.59528587635891,27.063677511181105,11.000731994193544,11.680896491307783,11.064656234553174,12.94182878335317,
116,4.157352519638479,5.781994826179557,3.9773367231197163,3.077804596643934,3.3244149681265327,13.284853235880533,
117,8.667217480385597,9.688194444444445,17.07531446107699,9.697818467262312,5.322562874721086,11.29373041788737,
118,21.021039063754596,7.732810428757088,18.19446700817599,27.31134220498688,17.354725914147696,13.788703155517577,
119,33.01317586959054,8.813658178983285,64.40791891465445,58.76376560526444,56.11620684795662,51.97538185119629,
120,21.20691122345768,46.785621311913346,30.901241518407765,26.540944166406668,33.19027999244024,35.35585339864095,
121,17.60603057441103,26.34176624096485,21.107991047306818,21.95945444713237,16.917692144191115,11.555513763427735,
122,22.556900872316504,17.990744960734485,16.513139611387526,25.78833590522866,18.73867823075178,24.689817301432292,
124,82.38415172935485,46.06300673235954,69.56433210630071,78.75251532485866,71.40263842140594,83.19328180948894,
125,26.633589609405515,2.749510352448636,8.367461498260578,17.99114257153339,12.109184290775042,35.01977078119914,
126,8.182186086031411,14.941031296764987,45.082638960114345,28.275367375647097,26.868899771973293,23.96997610727946,
128,2.711665017461139,27.308553265133582,5.727373145707494,4.721075020078248,7.544943658597148,4.516171518961589,
129,10.036528043365209,9.178689059023165,18.571647925718214,21.497985791667777,17.917430958108845,31.54742488861084,
130,5.6031149194256376,11.798135647427303,19.983686830901735,20.70616267811468,22.54815489587335,20.855184491475423,
131,3.706551852514113,11.795855104144378,15.418584718371793,14.576198772299296,20.132523977552495,14.764886728922525,
132,59.13572234438351,23.472736741151518,31.297838297615517,12.045261513085737,14.237030371620738,18.91191096305847,
133,13.631953247495938,9.188115560052008,12.819230627353267,30.818101382243345,23.68470082826965,23.73152141571045,
134,14.33679270427989,9.607109835985845,4.546586964182553,8.590985853328908,10.39775048204532,4.2345832824707035,
135,64.45040825787105,39.913549071821535,37.1915706898536,38.95640209274496,34.02950590902309,29.154245630900068,
136,12.272060365139753,17.001045280627988,20.055327088395853,20.559969156991734,18.502244930704517,35.731033929189046,
137,94.58834677565638,79.80924619317457,83.85330306309929,167.66302259953954,88.77268143358987,85.12349861462911,
138,13.209076050075186,24.205370304250376,11.068041652410564,23.925554222503518,29.701085172916446,36.22339769999186,
139,35.4841264457596,26.597210449916567,49.90166036596566,55.7842289907641,47.14976952502887,41.513932808240256,
140,30.91489831711802,30.61646053534208,67.28049316046784,54.34720005687582,44.396135472075365,16.719364245732628,
141,58.91633606512951,59.007175559945075,61.39493145129434,63.883751754449875,33.16814220211854,49.076744333902994,
142,31.333551084160952,24.098786452437146,13.486912960410729,13.028371220875608,16.422761709235925,20.025248591105147,
143,37.072168223613666,9.694605300038384,16.02406826706785,24.215497584523753,28.29324373756458,31.35089556376139,
144,5.130657343859175,3.815986637452235,12.798021113730078,6.69407736577528,6.237266412171282,11.729330666859944,
145,8.000840623883876,22.01254867371997,12.416996697105496,7.061204019967039,5.5577657890040495,6.261903699239094,
146,6.572407147433727,6.822165095887908,4.215609545069256,16.201028619030573,11.292130931358894,9.038973108927408,
147,15.324753119231394,20.62846260397813,28.647706613830785,63.85568836228708,58.29987087511707,55.04130048751831,
148,19.804575516975504,18.93223373459001,21.46828300559156,19.812480864277752,21.350078579509432,26.606791305541993,
149,18.476892629775737,2.2456363539704265,11.445493220117589,5.9754718840943495,6.032082845455824,7.870272445678711,
150,6.405256210981233,4.9426907512085965,10.013571105266596,20.004516346410007,14.014530394247819,9.803120295206707,
151,27.523531176539045,32.88190222967976,28.48915517656878,17.97829129726973,11.276244878321815,9.687087631225586,
152,9.839635247180961,14.626585663159066,36.593573013671985,46.18165975339711,44.440611919281416,26.072643280029297,
153,14.500579944743524,15.010416666666668,40.65597109925248,50.7435717791083,40.72456404890302,37.06567217508952,
154,7.725781490550823,13.319581598493247,26.361704154087914,33.770938453130135,30.05848674489716,20.626670583089194,
155,11.167354673479311,3.769503493600226,39.48401075602063,56.3613850223046,44.98034825975704,27.27176183064779,
156,12.520970772582023,8.86631114662021,24.56435101179352,19.527793236003944,15.990383287437464,29.252256266276042,
157,33.80569902920675,24.4618356009677,29.247276995106517,31.32946592407568,27.66446167207845,28.07746308644613,
158,28.413308913377215,30.26436427712266,18.362512572072397,24.40997362691751,23.822017476021443,21.340595054626466,
159,31.26519639839329,21.51000201789076,24.44603407302812,17.88822449203147,12.713531281269674,12.789496231079102,
160,15.220948150211376,8.081069029346349,11.9957618807321,4.32835539465052,6.2269742093069205,5.9843076070149746,
162,10.786792167199962,9.397854131141088,6.289974730239183,8.437997340725369,6.94962691883763,8.221508661905926,
163,30.618520439295686,14.048611920906747,44.26198081550556,38.72613040549671,37.28476354009387,35.268279711405434,
164,20.422120092408644,5.828914509048541,30.388430140060706,38.601778269087035,30.625051458865556,17.033248392740884,
165,1.9529764160447207,30.040942560272264,4.520202246642048,28.60207425105674,21.99147159791525,18.22597835858663,
167,55.149057404050765,37.87405657024056,15.669051654679691,33.476697475695815,24.663481045434896,7.138403828938801,
168,6.930894989556305,3.356177337845499,22.924595746541545,26.85338049696112,6.094802262636298,5.307670338948567,
169,27.755766750638077,21.88495243431853,36.58732686948559,15.605502130209723,26.611491208295554,24.951710573832194,
170,19.838799931003003,43.07397587721702,52.751910517208,32.44254483296117,17.725057627665255,23.62097937266032,
171,24.711356673020312,9.257599073250702,12.857254430015024,7.9870636700851865,6.126673525898004,8.877760314941407,
172,43.27954064113659,41.4824795329814,32.613046820659044,45.1645579102806,46.07521385318278,48.3977294921875,
173,55.851664284977645,46.62678916573009,45.53000624631393,48.927769431137115,45.91862108331488,60.163172276814784,
174,4.935515037652223,4.758882080705838,14.55289972950039,21.21671012391725,26.032881475313808,25.924898147583008,
176,102.51412215615565,77.27007862652164,80.475280216951,75.35805862048994,72.09727058137047,66.59005915323894,
177,4.914141321793029,12.43247121111286,3.897473815346166,15.382923873499005,18.74166660784415,23.381029256184895,
178,30.434817263868922,57.91318946307308,29.226349195997706,18.005890026862676,24.956186575334566,26.70248374938965,
179,6.144753590433995,8.873482611870752,8.798449813090155,6.8815310563109575,12.25194396663276,6.995448112487793,
180,32.88558566132794,38.544500300374,34.082032285875606,17.169719289066293,22.081995816615617,30.37468910217285,
181,30.599789578763158,25.928804180472344,18.165253227062607,17.13499167612566,17.23384391509614,19.351828511555986,
182,44.57370576627859,29.52388557543811,26.6354775380098,34.549410043393245,26.185510034470177,22.974596913655596,
183,68.47783682379065,37.48005896009793,47.930450746907795,26.16709043251049,31.458602049763698,37.5336036046346,
184,8.718686338698841,13.275359421139267,6.1316845893703915,9.189968766140641,2.5443668569758784,9.253146107991537,
185,11.004564536112548,11.751041666666667,15.239770673910195,8.25711935282649,12.655874620348241,10.017112986246746,
186,25.132896741470915,13.777222217156282,32.094046514198006,47.07369845379119,45.89598424684221,43.46884307861328,
187,2.959375843651265,4.29227757597706,6.9082790175992725,9.557809717910358,5.374115997989212,1.8098843892415364,
188,17.25178407570828,4.371572213450113,19.492516158608037,10.919636075029725,10.262063214248553,8.247265625,
189,10.566931552332525,4.535313362709288,9.741806943426885,16.768183730493366,21.766389095663506,20.82651557922363,
190,10.500324942246067,29.274084126006915,20.6788098527879,38.655920604732,34.15618797754358,38.21097869873047,
191,63.694504672611934,44.197879594367215,45.47496182287402,35.07431185341359,35.502146774610395,37.285335795084634,
