,LR,KNR,GPR,SVR,RF,XGB,organism
4NUL,6.310939892327188,0.2668844358412584,2.100401651297454,0.9797336719173337,0.20195935028536102,2.1721047368924244,clostridium beijerinckii
4O8A,16.353900657589584,11.032457422809559,8.214986506696661,5.642203555128156,9.019198369201364,15.804784150388505,escherichia coli
4TTB,10.41722226948229,3.5336210533038197,1.3505665192107692,0.29146641327749256,0.7752073669874002,2.7990678722097337,homo sapiens
4Y7C,2.6730351590657095,8.439724686986057,1.6764843267437635,1.9560549455269374,5.040552905716396,4.602773280959491,rattus norvegicus
4Y9R,9.149667520240703,8.67074560985523,8.5136778246228,9.588625906278642,7.812645202860142,8.561416453322826,rattus norvegicus
4Y9U,0.9059840188349911,6.0506575340850866,2.138635179415904,3.3143243217448792,5.3739960088042285,2.1312416675103405,rattus norvegicus
4YAF,11.699193913652376,2.6221700749340053,10.997593133271893,9.574841548615527,5.449401911344539,7.274102695770364,rattus norvegicus
4YAO,2.948447114228063,11.12598247707931,5.231734160195152,6.2038417435897,9.218656965779113,10.755818100375052,rattus norvegicus
4YAU,1.4508561505339332,7.100340972167248,2.268841277001154,1.156593963922599,4.417336589625725,7.38825594369276,rattus norvegicus
4YAW,11.883550201350612,9.120454095360062,9.173511594082438,12.662400862474707,9.060262010398258,9.2210480757239,rattus norvegicus
5JCA,8.415568142445382,16.449449405056605,25.8809259597172,16.673211055983877,19.4651797368499,22.05677461505567,pyrococcus furiosus
5K9B,6.386750174216345,5.000970812823351,9.013931105239,17.17134254301302,13.245639145257574,10.28680030067131,azotobacter vinelandii
5NLL,3.3172366882856203,1.7381247982158263,1.3261632713390166,1.1815438447879318,1.9725915811337433,2.7431821147390565,clostridium beijerinckii
5NUL,2.925819453573834,0.6274713266829571,1.3763231278856378,2.2767922110242056,0.6194943522117573,0.32577996378432716,clostridium beijerinckii
5OL2,12.043766698172513,1.1118853413349465,5.543552771770576,7.193165707569844,5.720664966393096,3.1029208676566946,clostridioides difficile
5ULL,3.864634262482897,0.6869738922942117,2.124375724617122,0.930540133664679,1.284872052173126,0.631188066140264,clostridium beijerinckii
5URE,13.566871890429516,2.3383426379927252,8.505346700206228,10.669763092190296,6.707853820419696,5.0527482586604995,rattus norvegicus
5YAK,10.479770458557768,5.001663916346393,4.4920641889952675,3.1596516771603538,2.7952995707984827,3.147354691920037,homo sapiens
6DVI,8.100049992098793,9.477200194426272,9.449743922156046,4.728771504341196,5.625682927971196,3.077224117906426,mycobacterium smegmatis
6OHK,4.54100820323649,1.9303607406943477,4.8901614025657185,6.3574068696177495,11.340326636041812,7.591906749550418,fusobacterium nucleatum
6OHL,22.63870384791662,22.16350142288156,18.186586892549258,18.053094403696385,14.055644945716995,11.995379580152099,fusobacterium nucleatum
