,Organism,Cofactor,reference,Em,LR_8_3,KNR_8_3,GPR_8_3,SVR_8_3,RF_8_3,XGB_8_3,LR_8_4,KNR_8_4,GPR_8_4,SVR_8_4,RF_8_4,XGB_8_4,LR_8_5,KNR_8_5,GPR_8_5,SVR_8_5,RF_8_5,XGB_8_5,LR_8_6,KNR_8_6,GPR_8_6,SVR_8_6,RF_8_6,XGB_8_6,LR_9_3,KNR_9_3,GPR_9_3,SVR_9_3,RF_9_3,XGB_9_3,LR_9_4,KNR_9_4,GPR_9_4,SVR_9_4,RF_9_4,XGB_9_4,LR_9_5,KNR_9_5,GPR_9_5,SVR_9_5,RF_9_5,XGB_9_5,LR_9_6,KNR_9_6,GPR_9_6,SVR_9_6,RF_9_6,XGB_9_6,LR_10_3,KNR_10_3,GPR_10_3,SVR_10_3,RF_10_3,XGB_10_3,LR_10_4,KNR_10_4,GPR_10_4,SVR_10_4,RF_10_4,XGB_10_4,LR_10_5,KNR_10_5,GPR_10_5,SVR_10_5,RF_10_5,XGB_10_5,LR_10_6,KNR_10_6,GPR_10_6,SVR_10_6,RF_10_6,XGB_10_6,LR_11_3,KNR_11_3,GPR_11_3,SVR_11_3,RF_11_3,XGB_11_3,LR_11_4,KNR_11_4,GPR_11_4,SVR_11_4,RF_11_4,XGB_11_4
1D03_32,Synechococcus elongatus PCC 7942 = FACHB-805,FMN,mancante,-322.0,318.4527413736538,50.246070447378656,353.0152592859665,194.55313729322154,316.9794050777034,16.399270629882814,929.8668151290657,52.174514925223775,421.5503862898558,245.39915418440455,333.82352917505534,22.207611083984375,721.8121461766334,55.31819398050527,477.0715630983349,223.4286837184847,345.7016511617109,29.26002197265625,793.9601063795775,21.80967969499204,373.60370210204496,127.11822815482901,356.20996938452566,15.750946044921875,270.9096821547938,83.03461786997934,272.5501307412964,139.19900823382045,322.2026486837467,22.938125610351562,657.2686907224454,25.587653759402542,383.1507079065409,165.35734500882745,396.1157118538145,20.432510375976562,757.6022034332536,31.665632242942763,411.0887482260873,205.76700912671532,331.56485278106436,19.918716430664062,743.7416833127429,73.27610062033398,364.50826184229123,23.864614449420856,378.2837552652279,14.489340209960938,224.40439200618204,44.57998139445829,167.46819290245145,106.95724928312461,286.16078529019654,26.701470947265626,686.2883218599762,29.62817534182642,305.7287857542683,127.96921178137501,390.96230067926086,25.81478271484375,556.561110185792,36.92459383159502,268.3440184178243,146.16804840294407,283.4884009435825,19.938540649414062,669.3966695465878,19.90675435707135,259.7742168222032,61.52394973648785,348.982359785403,20.968106079101563,342.8755248367441,63.94482442858936,242.39627201019658,123.56550683631684,367.3265108725154,36.69927825927734,511.5958708575495,15.521927177384839,301.4632626186803,109.51594683051377,356.0519475879031,16.733819580078126
1DII_33,Pseudomonas putida,FAD,https://doi.org/10.1021/bi001644m,62.0,1694.5694898399486,381.9776898064562,871.8640473968709,1318.302307523507,1217.3055885099855,95.89471368789673,2003.366824678878,1117.032378146229,1285.280946157572,1746.6339512537131,1407.0007126471942,122.16624884605407,2110.981858762719,1376.3080105817792,1420.1615734106429,1906.640166063779,2392.6468210669364,222.99996185302734,1935.7816742841733,1304.747780491967,1255.4003720774356,1767.9852491302163,1288.527335560289,75.80616688728333,1347.3027464026509,520.1833942016924,867.529757769203,1124.75405120805,1202.8631563910176,103.70707062482833,1661.9389683397897,1018.8119754395839,1243.0155578202416,1406.7790918180415,1457.7391285210542,114.82752075195313,1749.6800681053971,1545.2087869503725,1471.6617625691679,1583.0671907184724,2115.33180986138,215.83744049072266,1558.3564545014765,1601.033029921446,1326.936774279567,1851.1367794259893,1405.0147857505315,98.39299287796021,661.630898278295,833.4590493440975,859.2680516684366,957.475695437042,943.7118802584839,84.91027221679687,1576.5473787381884,1344.202595156472,1268.4366154583763,1255.0858945508237,1330.4407016623848,96.47999076843261,1550.8522261098524,1956.7178220242688,1542.3805115316393,1790.0130570096971,2095.9643558890766,185.30541763305663,1143.8793540328766,1483.4340577084356,1333.2921593317494,1549.5024579517483,1394.7273325889216,71.84711623191833,748.2402542691888,416.7716723674586,671.9412599405892,952.4929121924322,1244.7678443548489,67.23218516111373,1412.0008959264337,1146.2157005574834,1248.313493210334,1514.358894601394,1373.5133948850093,104.02698488235474
1DJQ_34,Methylophilus methylotrophus (Bacterium W3A1),FAD,https://doi.org/10.1016/0003-9861(91)90393-W,40.0,1257.8662744534786,388.43225310094147,313.5790485728344,769.2931225445391,750.7479576553783,45.61340517997742,1834.2722752324396,598.3623256764654,386.0762526780281,862.3871889985163,1025.8096690287896,60.74255533218384,2251.09378090503,1059.9890029139149,438.242681042906,926.0232586869561,1055.631588231681,57.72950904369354,1810.1407464679082,902.0253191151596,586.3809006155753,899.4358247153244,846.3889919164471,49.05341196060181,1271.0174485599907,545.7358990177792,484.9272016465091,807.6541828110612,730.6320063077612,33.93430323600769,1613.066826598642,537.56513861865,354.429079027754,784.2033509287041,921.4393107680885,44.30930500030517,1634.6175957039213,451.254911476031,383.47560836518466,850.0312544861548,893.7046386469258,54.67308359146118,1706.9938543986573,699.5088287323146,542.6959337873119,797.8443530179029,992.8744314387131,55.77604150772095,1481.4632358386102,510.1286968634163,517.4724091314299,589.115852859059,660.2757484958863,37.25050973892212,2014.4080203764377,811.9960143861792,349.24214743181017,765.2677570945469,946.9833464132565,41.23247270584106,2185.725765299183,813.5608199335121,598.1525447562526,879.164107666431,889.788437121824,49.43235878944397,1863.292722841513,962.7929448256142,441.0864896387406,937.0054966829425,1056.7243918081392,58.22515813112259,1313.1881933066948,553.395716170133,404.66145315379816,634.8166123114515,875.7179519256429,43.20658006668091,1951.6620545488074,541.075178286909,330.73985160025063,784.6324765149582,1016.0503447032894,40.15146732330322
1DJQ_35,Methylophilus methylotrophus (Bacterium W3A1),FAD,https://doi.org/10.1016/0003-9861(91)90393-W,19.0,1302.1534965089004,335.9370196695902,233.69568656748402,671.9285536549593,539.3085142670325,45.59807636737823,1759.143156094592,346.9533894324429,222.0411511261171,577.4413747208474,710.052353801033,51.914083778858185,2003.6830873220006,809.7462371302094,237.06987596951012,768.5824232146051,718.6221065310558,56.467168521881106,1685.3656649329316,891.2401155956433,555.0147648511102,650.3432268097156,753.321749101116,47.10413331985474,1219.6303297424583,457.4911680878142,342.66397249508327,741.4226348902456,459.8478449929131,29.70010905265808,1532.1646602471365,558.0892997705977,215.7956352921093,682.0686594791396,631.122180890642,42.30843505859375,1581.0881558796475,371.70154450049847,219.12843148953277,695.5964636208319,603.9624958260596,51.08631518185139,1871.6575978094775,683.1553124261984,383.5530120425012,887.661559034585,761.9136451513931,47.094634008407596,1503.3461097315594,408.51156035163683,292.4276767036821,760.9470668469767,331.94929649494713,37.720539283752444,1890.3175433513547,691.7059178387058,210.684922112421,592.6108798459426,675.635533166713,41.53971684873104,2124.508566192399,688.0859827732551,343.21548851545924,785.4561647633747,522.1028651088844,52.3453127861023,1916.9956782014365,927.6474043914865,254.72884990113863,962.827169431677,749.992782218142,55.827845215797424,1073.385982968877,461.54868664500117,278.5597859488729,642.9502719533466,583.0740832314141,36.46943764686584,1682.5079677030471,410.71969550799656,197.5350336804262,618.7785759682572,677.6923324653577,32.552265644073486
1DOR_36,Lactococcus lactis,FMN,mancante,-245.0,381.8198730003276,597.2171755468323,675.9075041767612,434.9509073642948,674.5494819650606,52.367445373535155,273.4397842338362,531.7240032241182,423.0722819062304,419.87344830905624,911.2207999365432,106.43970489501953,390.5091022169481,529.9448107866053,609.866627262797,338.8277415794853,694.5296285390555,93.32091903686523,311.8379167746954,466.66425587011594,553.7642861870703,449.9864117060332,535.5086008330364,46.940625,591.6767755889057,559.387957265412,1315.0239244522315,720.2065444626556,1167.957888781962,116.2696762084961,899.442154150566,588.2155153106582,1102.9658207701093,735.0142545958973,1095.063821462755,137.37356986999512,576.1591138204344,961.8389382812649,1254.2289281439491,899.9642970740479,1225.6870397815057,122.74674453735352,356.92142203230253,833.2030708861005,1327.3272801686314,653.7150725864453,917.2756682651044,93.29485931396485,487.52756510936416,414.0059284259205,797.6741314565667,568.742980251857,889.226768282788,82.52651519775391,543.3003026614053,380.7315375045001,754.1074928139753,397.9059816787593,970.3535026973548,77.03159027099609,799.1166337162839,712.7099649059209,904.4802976921213,423.3650505995721,1039.734825098953,101.7611473083496,301.67475046885835,446.7141239800949,881.5082235685867,383.7159196150125,707.608239767073,41.195542907714845,623.9222866158188,422.70569318137876,688.4690384130072,604.6391944489819,980.8816428260797,85.65148162841797,1369.0520640714924,399.81100774619364,546.1627520835815,399.34254132122453,937.3649286423398,82.19523315429687
1DZN_37,Shewanella frigidimarina NCIMB 403,FMN,https://doi.org/10.1073/pnas.160175897,31.0,284.8849773993155,261.5472908149292,263.24332265991035,191.80462036753195,614.0551932474018,20.35947605371475,347.91453655195653,622.2815576776463,538.8698283679374,424.38931427815,509.8129552793562,36.2086742401123,678.2615426708473,489.99326703097245,715.9454708098415,588.0194439083816,806.4549552718363,26.708870077133177,339.6600398387304,464.9681868625103,131.00388833056053,521.2737383573509,602.671406787078,40.91222398877144,215.16547305776987,272.83345530226666,332.8441611340015,168.85593221592626,650.8099903834106,25.537640380859376,411.92768263099055,606.8820329549787,496.657890973478,547.2920997426371,677.7319615865662,24.142240929603577,582.9937127601439,811.8825347219253,562.7925208072161,405.6532760025256,755.6807858636417,41.356558895111085,413.6615385263862,494.0192575670033,132.57387257634394,535.8732037100814,667.0008119818697,45.49568168222904,293.5198329542568,361.5198777362507,332.77219947670136,165.63973184426246,690.7149815795419,45.085655784606935,431.93443036566555,674.1138422834426,574.6022432503603,499.5182722418234,761.492157089643,29.489772415161134,597.4934402034581,578.9141150917798,735.2043886447914,434.82925083903484,862.6399249627873,54.957315063476564,290.25441402591747,621.0320488516087,166.37928378564527,542.3553406506346,740.602264648319,75.67380790710449,215.24237075922886,360.0956554876391,299.92598846400665,180.74083058982944,768.6295143770728,31.528600051999092,608.0392672483224,467.9974445208613,531.1506007223354,553.7827503537719,740.4776594710963,50.97124934196472
1EA0_38,Azospirillum brasilense,FMN,mancante,-340.0,3168.503549945958,1760.742734596276,3045.3368972748376,1896.4845038374494,2026.6883960363245,169.3862548828125,2269.5364780826435,1705.0870075211212,3231.7343765301384,1885.3446212654467,1615.6642020969482,174.88550415039063,2248.9176729922465,1907.6547194108402,3164.343034701112,1867.6007039232682,1849.1205866101318,194.5570453643799,2246.717122164246,1854.0799374057615,3056.1507527167146,1756.3771043267895,1949.5019072153314,152.81939163208008,3345.209297463771,1884.5786125401003,3277.6699433960616,2012.9967116654316,2035.4917216263186,211.86556549072264,2231.946763242077,1562.0849068850773,3263.996529481311,1909.9796979834687,1818.5328726617984,187.33490982055665,2376.55051021063,2045.7941149340963,3145.8061431746037,1823.3710529545033,1907.4260929658387,177.7174430847168,2041.7898512790425,1660.1734163828407,3037.6765092433793,1713.4978541774858,1910.7169820676972,153.13535919189454,3067.953299788891,1838.7121510846043,3199.198915385349,1892.605999124092,2134.174947656267,177.42793655395508,2219.4624352452147,1441.067528926758,3265.109556745171,1914.8107899014399,1793.7932226608555,196.72027816772462,3239.820233352026,2093.9610331320846,3109.587428347258,1805.0192228920894,1735.730705441233,164.85173177719116,2212.6280192165996,2185.1448565070755,3199.5724483267954,1695.6993742116142,2127.5740346180783,165.57440261840821,2456.3062253958624,1814.4924228159746,3046.360645453803,2062.409294992547,1885.2025932724882,144.40344696044923,1445.783546382152,1890.9430743771877,3244.6731176773915,1694.2841870264517,1838.95227526372,193.4876890182495
1EFP_39,Paracoccus denitrificans,FAD,mancante,-21.0,470.03240338201135,238.7419465469758,178.57740809519268,407.0440268789467,993.4488435193091,24.966175174713136,304.78468902773386,322.11661942164915,277.96476782771686,524.517844263051,1014.4151272188532,29.317553806304932,309.4810707568698,565.8957074751646,309.0107264524182,337.7012908992297,804.1672552526161,21.840178203582763,434.9169598299574,573.7663318622682,290.4836689204617,543.569053143343,1352.3095737401022,91.96279907226562,465.2555751588628,250.77861589848817,200.04762937440694,398.076442783587,1046.3114449882805,25.81668429374695,298.32459418418955,285.72775529242006,268.3962480840768,337.46988004086353,1046.2478544833286,34.078688335418704,364.60650148099336,551.8107024712513,324.56676542443614,338.13623953304136,823.3716960875769,19.22939977645874,248.46230765995816,519.2537719041668,253.15936762347678,662.8471824565196,1368.6725436616885,83.85623703002929,324.2080517719453,329.53978312679334,253.77894017275548,386.98337136899147,963.0374608448737,19.796567153930663,641.5659173940899,373.6004379929253,318.1963760265635,283.7918960445779,1136.5972655987034,36.67324810028076,330.84358078107397,405.2470013023865,332.2415940278248,271.2258447427888,904.1861276864712,28.85185341835022,344.40561241049454,599.5111337094385,291.65146872419314,614.3679996404462,1309.865492973893,134.34165878295897,452.97211197613774,465.3197761440222,279.7949265285476,499.72366692366325,991.5348507596976,23.93759729862213,614.2090605744106,412.55293581413434,313.2676842566575,272.1618263733224,1008.7593737150753,30.218116188049315
1EFV_40,Homo sapiens (Human),FAD,mancante,-10.0,907.5764213157574,379.01136491589267,416.1299263700711,498.0060836341436,1005.1016075284612,51.30892276763916,938.3440403489769,395.9839839711537,619.5264921574351,481.4457235728729,1078.7137380597428,64.84923076629639,762.097856438107,638.9053938661617,706.516379980457,484.6028534103836,972.02705136769,51.41969361305237,832.1784981231121,497.3306902235565,683.9876705308479,478.68875785646395,1042.4015922317524,70.36884918212891,668.0897068443262,499.6018282898663,640.4331407043674,707.4710736575336,1130.3275605390813,43.893294715881346,633.7687530121882,538.4131176680679,755.7038863645686,523.7467768748793,1144.2905691621536,78.02203712463378,490.6324436848171,611.671803683613,653.7429878734673,471.41335621748266,964.2040513950434,57.03488960266113,637.2401126728566,737.9684482554269,794.9321364407042,261.0682525949377,1204.8561002364393,72.0290397644043,769.5446558520033,466.4477022277995,648.5951086487116,801.5587630848383,1107.3223682325274,57.7862455368042,1241.0367845883984,488.55555591793444,845.0594419704604,432.50689367487524,1228.598950159654,67.49940567016601,937.6260059132007,620.136106480393,738.1382007499501,441.27767613991193,1063.9602721162132,65.19175662994385,876.9692335098415,663.3610666762472,843.7006479033421,487.35180124240924,1187.3369865670657,67.25096740722657,607.9572835695618,531.659753877022,663.3554924284847,696.0138817217329,1067.4295603896383,84.46691017150879,995.0331023887834,326.05733693676973,777.910340310706,370.02199316909326,1094.9956983385891,85.85781021118164
1EVI_41,Sus Scrofa,,https://doi.org/10.1016/S0021-9258(19)83631-1,-108.0,685.7074059298477,299.4379819085388,434.6217986347497,317.62052760411984,542.9073970871209,25.911374664306642,236.08047758063196,271.4433766509153,543.789590005,442.9198053071341,516.2404109354421,37.217820739746095,125.68677906762683,320.10276180444555,355.6928647433801,334.06615320931735,429.0659697331783,38.44692687988281,302.5551935538752,340.67772245669096,229.5501984365855,395.2175546543127,177.01127276466997,26.164654541015626,414.0258768113254,252.7811724665521,282.7651874639652,182.85345808355973,205.2493973141049,35.81713104248047,260.13251568758915,228.4829257763419,335.9984564603303,348.0854823944194,316.1591879856395,25.409515380859375,258.32319588266876,213.617191937033,239.03831793582103,202.3741772639546,246.90067399197613,35.970981979370116,231.33724030978772,292.2198169480008,142.7923023887306,104.46543481517078,145.39820672115687,17.561544799804686,427.95563090978067,297.219584255883,305.100175694772,279.96144787161205,486.02417103392975,36.89170455932617,265.7671731813907,164.033406020159,504.92599016112,456.79255474544595,440.08999333845287,38.19263763427735,274.72631483865484,309.93090762293656,340.00456386069624,221.37141639617664,340.7437742486464,40.350711059570315,387.4526674142915,409.7842287956608,243.323992885586,396.1540567481078,103.13881228715638,33.82520980834961,355.4731079622005,265.82146038443614,332.9079579513025,300.7667122041726,295.1408349938631,36.17841720581055,230.27390566391819,210.7602513545669,449.57390787786863,417.23884331588056,339.7152214736245,32.459197235107425
1F4P_42,Desulfovibrio vulgaris,FMN,REF 23 dell'articolo: https://doi.org/10.1021/bi973193k,-302.0,502.78076873753696,354.43322247309146,463.7772465517973,173.67250520213204,137.51004715900513,16.975689697265626,289.95636318743084,264.847806835086,569.5690790849127,341.90940438980056,149.97563721657485,12.944229125976562,438.8755758760321,243.03435278240119,489.7527957197952,245.2593525877681,142.15098174782042,21.768572998046874,252.0597808574216,240.81388263573535,534.3421734071026,371.932776048464,193.92853302175268,27.013748168945312,253.33399745788142,304.7916562446352,343.5868290858651,184.72486694164297,146.4980986904709,19.832066345214844,192.63076548744567,152.43033708281672,399.2546479597282,290.87868917869605,176.18956552728775,21.80254364013672,184.85050159544107,180.85721815204028,338.4703960162405,160.81105807207075,217.5868506853493,28.244082641601562,209.84516519409732,127.4171749823035,335.72603468265476,185.38535168048605,255.71974097407946,31.256997680664064,339.587303928522,349.7774810992578,374.9052964108893,79.38382811657755,111.60959826518456,16.55712890625,237.4034171061087,159.07557481399238,401.06196697473524,274.31923752267943,145.83474958296733,10.544186401367188,363.3267774971918,186.51335738818443,323.3592152304407,172.60813199872774,89.41174955821424,16.31017303466797,275.56564838274545,124.31325386473782,427.0826705790692,202.2573659814708,159.48563729546152,14.555679321289062,465.20225446682184,377.55698639642947,386.6482932059272,211.07172169791102,169.06438326050716,12.312118530273438,439.7818892747458,180.9177958551939,437.6249631046304,257.79051362704627,190.44235453725622,9.582858276367187
1F76_43,E.coli,FMN,mancante,-229.0,1038.9980281324251,996.295336695948,1493.3962495846708,700.4782767364368,728.0465985111141,61.63516082763672,566.5129325859887,716.6843457675568,1085.0391798747346,601.3858147416036,532.9336412912287,52.88204345703125,403.74046901749114,808.625794232514,1186.2898311228741,454.2458154800194,190.74458001836354,37.59270477294922,483.53462858149567,872.2975436622955,993.8280908666707,404.07198610621236,301.63897962811296,32.96976013183594,686.5223364831542,1132.056647431887,1305.9564876364302,846.8642349510197,923.7497428411751,63.79758148193359,453.6191055136412,1085.1236109928398,960.827122563269,725.6648991350002,720.1150353800408,68.03012390136719,589.9909212025915,826.3193633188118,858.8297938766814,560.9146267592771,305.23808867022575,23.912141418457033,355.6526385358163,719.3595566433071,883.733924516803,614.2398729699078,376.71933740006295,37.39445266723633,694.5891248052777,1138.307691088115,1225.047471332538,874.075134676382,847.5200633280779,33.44059448242187,483.76475504223737,915.6446060863731,931.3191892253714,542.759456866081,740.099036836461,41.341851806640626,543.9494086792013,625.4716485504202,1022.6856089120606,435.53141247769724,422.0670690240312,25.32587585449219,417.84626523953705,574.4925660830611,853.3483079098787,414.7210838603741,379.34850097723563,35.75257873535156,872.4661505202296,1086.157329456179,1465.016467124848,1149.8256516590795,1022.6168505878669,76.44327316284179,640.8818825289462,1051.038465483673,1162.9802444171548,498.87066034211625,840.355597085019,63.90233154296875
1F8W_44,Enterococcus faecalis,FAD,mancante,-261.0,244.50709158168073,240.50914191370865,275.3305804780433,240.64067893410268,126.95896124032987,30.594683837890624,615.8038905590305,257.81478323578636,217.37479338897828,428.21975743199056,126.49775295445664,26.079940795898438,284.3835882423441,219.65006817450956,208.34760551220143,425.33403476060556,160.25839176537863,26.505612182617188,328.5181044011115,215.5923450720002,313.0474902404109,344.4506676671723,278.3374127966065,32.478895568847655,235.14325531731214,324.34076609016404,253.6760725864563,227.4336309899116,116.30502441189932,38.317864990234376,319.4618361354445,328.5318241578174,299.8127217006238,352.8657014505473,113.3802211227081,32.852508544921875,236.2019347630424,368.8838075883179,246.6821834991353,524.5553186252723,153.26780607120307,28.43994598388672,235.1236350195115,197.15688769675674,246.4067323491839,260.28558224558446,165.08210958583365,25.032286071777342,242.98830779494057,255.6793528958378,271.79920428222584,233.97436634114112,116.43375099019227,26.842266845703126,172.4171807430559,284.3798693240449,278.8783902050834,442.78518057837505,129.63906485953473,24.99214324951172,373.31771230388654,225.3365373460992,290.4506000110482,428.4914453298509,140.02912596217763,23.72557678222656,581.5279976432358,154.87273471355414,286.87916961195214,474.63055075205085,185.59100780725362,22.536940002441405,165.50342689334448,215.11369000358133,240.30730830698457,248.22302376373065,60.98774471474465,28.346617126464842,153.38346596269668,232.73315795109892,267.9036758318766,305.9675048011591,87.23804818533051,26.1935546875
1FCD_45,Allochromatium vinosum (strain ATCC 17899 / DSM 180 / NBRC 103801 / NCIMB 10441 / D),FAD,https://doi.org/10.1016/0003-9861(91)90397-2,-26.0,1243.3899219350965,2808.909639580847,1357.6370693051676,1647.2606249244614,1762.592045841513,231.60393524169922,417.74806969085137,1609.7240638766905,657.6437548181705,1124.02495499876,605.2086896855553,54.83773326873779,901.0471041428762,1444.7527837406308,429.7121317690055,1220.2273559508476,907.9450701495263,101.90828704833984,298.79763019424337,858.9914918500259,164.44762776700526,1193.8490650688918,465.7825195264678,44.68303256481886,1278.5525366970637,1566.4844518134855,1175.1835570220194,1329.7451963532858,1183.0471718718265,186.92408142089843,613.0680472107722,621.8128366024674,538.2891482601096,978.9529357259029,458.6701421016434,70.6246235370636,517.2963878217474,1050.7707215100377,632.4712232611033,1292.5328608632963,748.2500864662484,92.1957504272461,332.3384919952042,838.8446919694885,190.58525818860693,1033.3809393859406,434.6889568006275,85.84182395935059,1607.9232084308983,2006.0165876526094,1083.7485391293499,1484.26698244668,1153.209279804344,140.236669921875,1215.138640706701,721.0093827011774,429.59478117418405,1150.9417675847624,582.1304032144393,41.69099283218384,1298.3374199478885,1062.8545772195612,395.91881166764205,1297.276066206985,1099.6543421063777,136.66784553527833,187.74588121639707,623.0127456185505,138.98967035940393,1054.1845112895692,546.4643861448653,40.15103445053101,1790.770454000507,1460.1804890386206,963.912125787294,1444.660786934348,1167.4822885754688,171.09765167236327,1212.0013182407345,493.0866148824296,407.99692481000125,1100.01876821401,619.5485119434511,79.39805765151978
1FDR_46,E.coli,FAD,https://doi.org/10.1046/j.1432-1327.1998.2570577.x,-288.0,1568.751000271405,414.46916865146454,856.9549617151663,1142.2096132572417,424.9401811865084,17.508322143554686,869.055701393682,679.9929443511783,681.9300565753558,660.5383334796618,234.27484300126372,28.5347412109375,1045.6194175120647,613.701623609275,501.19149958045045,498.3946898501986,255.47878744402465,16.369166564941406,1372.3334345232815,818.5067932969251,626.4848325101981,641.8944884960415,417.08598792634587,28.714047241210938,2008.8982871551589,784.6167209954385,887.5474090382768,1143.0569542432745,550.2421144598658,19.189373779296876,1022.8285533674108,870.04602749369,674.6279176536655,785.2204955519805,309.3360465251757,28.155416870117186,572.7703243861288,699.0563299609059,575.859154005313,490.80125665850176,208.6643616401459,23.22218017578125,778.9935416408531,784.501687481329,677.4134298354156,536.0985215662724,455.79458697539263,30.287028503417968,1562.9400772034332,655.3193463856657,961.4940309851415,1282.64550473405,536.3261476497781,23.997329711914062,1382.5566101157306,884.4798602326405,613.1357856751426,721.3787645456317,507.15080933347485,25.241949462890624,1052.1718446648756,750.4885221051336,469.84684923035195,534.9644171461272,138.53839490777253,24.511593627929688,789.804557674342,853.6056661383415,562.1714840153334,614.4915638941313,501.25892838091835,27.341563415527343,1404.3462006085338,697.9836516848575,824.5919843959507,961.149448783385,343.9153482240366,41.2167465209961,1439.8425169661182,421.12324284128533,532.0075159459002,525.5028991724191,268.99639215892114,20.94114532470703
1FLA_47,Clostridium beijerinckii,FMN,https://doi.org/10.1021/bi962180o,-267.0,270.4342722476277,102.40148801849307,1123.3121418719306,316.4725285848094,275.6400160853134,23.661964416503906,567.5295499725526,87.72013103565445,1035.2672757690743,498.6693202021106,63.589251219658394,10.71886749267578,693.2811975852994,85.5118112677163,973.3076561126364,234.59870513485185,97.1565531160858,12.76190643310547,671.9802368750784,94.96838539062088,928.9280994394911,294.92699119075064,101.47988577669352,11.326942443847656,366.0430710000948,109.34753523905061,996.5426383958322,332.7422939356422,206.73446573021286,17.30237731933594,718.2703223747677,108.12790235115341,1020.9444823928651,411.74233385993114,42.85222538695618,10.783653259277344,444.27360503383665,114.32169776175726,961.2445224922368,266.63483331485554,60.45949255222084,13.263494873046875,710.5057489949762,129.2328339255144,757.1796825812253,225.5201543832341,54.76931063429416,8.05394287109375,284.0619568186266,93.88377855979365,982.349047895472,304.7999142103489,287.39124262563183,29.569837951660155,698.9002606881095,98.53348253765918,1029.8301478213098,309.2068766391345,115.10517105602054,13.652056884765624,551.9385436359619,102.03120146860442,885.8535410687906,305.2590428309031,130.03733931869644,14.305844116210938,667.97047569553,112.4935080871696,915.5883919490866,260.6682864020962,94.25200972229393,8.5114013671875,264.24792106996705,100.24255432427509,975.4008996494138,309.3885257539092,210.1355058685378,13.09875030517578,656.7024737927263,93.0536815629253,973.62407223128,339.3584206608216,57.72876775629106,13.950428771972657
1FLD_48,Clostridium beijerinckii,FMN,https://doi.org/10.1021/bi962180o,-257.5,396.53764300997784,55.82908108227085,80.36471558080163,66.53545538073956,29.380173612714287,10.473518371582031,537.9223250174625,46.58587231225886,142.97811999791503,100.29467321687912,25.2037910671381,6.815603637695313,472.1072074329647,45.309489828323336,118.79961835686223,91.9794353097007,35.177107491003824,7.331730651855469,425.18128371871745,34.676516238441906,133.52807839423537,155.08887658607063,14.687764944721835,14.23243408203125,124.6715639489218,46.21280555960911,73.68515611035315,75.33963167275078,51.28078256614231,10.479296875,301.67256611984044,25.86617047010094,153.53259070135576,110.43668675447776,38.002298158028054,4.806147766113281,347.3537557120465,32.22196799060788,114.1151756121672,55.402864103135755,31.63188197862513,4.304414367675781,267.0835518007447,48.784561581217474,130.22894168210195,114.6996005928186,59.80818491284208,13.385276794433594,289.98302180217576,60.23458703581238,88.5191304015053,39.53668377346304,36.02578724363275,5.77801513671875,420.4651681105814,35.46334053946285,140.75993489964625,106.78249056375586,39.44847142706496,5.769207763671875,329.3988334683034,34.435552589191644,124.23480945678159,103.24043029920531,45.26791623712029,7.74244384765625,470.4279149737789,30.11373953970113,153.29996254594514,123.77405785147997,39.00530260818303,5.1905517578125,293.7707738962573,55.65921627654521,75.04779901624963,56.81787410946842,47.43179467779311,9.0107666015625,224.07741425492864,37.21358995284791,106.10657220945265,97.77551604809108,34.1472269742639,4.085289001464844
1FLN_49,Clostridium beijerinckii,FMN,mancante,-257.0,461.5079837016877,85.64574275324392,472.43257697442397,198.90377725610327,45.36340809651995,9.195082092285157,206.35209176583587,54.29962876506602,522.4907782155605,265.0196591666589,57.807720664189304,6.591691589355468,228.7928347477224,80.42195174592396,564.6271083129267,206.5484378075057,48.82599612210831,8.464564514160156,197.7023627252233,53.1704685584005,457.1498379670189,235.30685716955387,100.99368925483691,9.309573364257812,176.55497886167484,74.36330549094961,411.77918381995073,233.2828920160933,38.585644043321054,17.31535186767578,308.14388508470375,50.381384045271176,587.2859878999427,216.52505086515683,90.02699775622972,12.275483703613281,212.3179671703197,42.430020608223685,543.1113254767329,91.53244307043056,53.37080477699297,9.326225280761719,145.69834229119655,55.18431296151158,576.1690571284582,149.72729325143612,110.40715771248207,8.927925109863281,243.35755891118694,77.1708909193527,338.22841412368314,150.43570946143058,40.63649252485786,6.016064453125,291.328868283686,45.55704307190675,427.56932370223115,169.86787366769528,64.84596528623405,12.636582946777343,220.9372618244067,43.78200191253791,402.37666688814227,249.67970160053957,52.065405087466445,6.6545562744140625,83.95135436249035,39.57614461010087,465.0051095992601,175.76470235858463,64.36509098656566,13.865716552734375,190.2603677306269,81.6220634416907,303.2218980546003,186.40339566324337,39.043205344236185,9.065379333496093,463.7686266160123,65.79579000796161,404.6144287465778,74.31296509719161,55.86177367412279,9.287252807617188
